2025-12-06 01:13:10 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 03:28:50 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 03:28:50 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 03:28:51 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 03:28:51 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 03:28:51 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 09:56:56 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 09:56:56 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 09:56:56 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 09:57:14 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 09:57:14 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 09:58:43 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 09:58:43 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:01:00 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:01:00 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:01:00 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:04:13 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:04:13 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:04:13 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:04:31 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:04:31 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:04:41 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:04:41 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:04:41 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:04:57 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:04:57 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:05:58 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:05:58 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:06:16 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:06:16 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:09:49 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:09:49 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:09:49 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:10:07 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:10:07 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:11:32 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:11:32 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:14:32 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:14:32 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:14:32 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:14:49 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:14:49 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:16:17 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=audio, meeting_type=meeting, diarization=False
2025-12-06 10:16:31 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1635 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:16:31 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1728 | Transcript ready: 268 chars
2025-12-06 10:19:34 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:19:34 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:19:34 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:19:51 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1636 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:19:51 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1729 | Transcript ready: 268 chars
2025-12-06 10:20:21 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1636 | Processing upload: type=audio, meeting_type=meeting, diarization=False
2025-12-06 10:20:27 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1636 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:20:27 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1729 | Transcript ready: 268 chars
2025-12-06 10:23:22 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:23:22 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:23:22 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:23:39 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:23:39 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:23:39 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:28:35 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:28:35 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:28:35 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:28:57 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:28:57 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:28:57 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:29:10 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:29:10 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:29:10 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:29:48 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:29:48 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:29:48 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:30:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:30:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:30:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:31:05 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:31:05 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:31:05 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:31:18 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:31:18 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:31:18 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:38:40 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:38:40 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:38:40 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:38:59 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:38:59 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:38:59 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:39:23 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:39:23 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:39:23 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:39:32 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:39:32 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:39:32 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:40:15 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:40:15 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:40:15 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:40:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:40:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:40:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:41:11 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:41:11 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:41:11 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:41:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:41:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:41:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:41:51 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:41:51 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:41:51 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:42:06 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:42:06 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:42:06 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:42:20 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:42:20 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:42:20 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:42:43 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:42:43 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:42:43 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:42:55 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1689 | Processing upload: type=text, meeting_type=meeting, diarization=False
2025-12-06 10:42:55 | INFO     | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1782 | Transcript ready: 3820 chars
2025-12-06 10:43:23 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:43:23 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:43:23 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:43:36 | WARNING  | MeetingAnalyzer.src.ui.gradio_app_final | process_upload:1865 | Failed to save history: name 'history_manager' is not defined
2025-12-06 10:43:38 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:43:38 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:43:38 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:47:13 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:47:13 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:47:13 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:47:31 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:47:31 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:47:31 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:47:45 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:47:45 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:47:45 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:49:06 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:49:06 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:49:06 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:49:20 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:49:20 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:49:20 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:51:32 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:53:26 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:53:26 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:53:26 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:53:41 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:53:41 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:53:41 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:54:43 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:54:43 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:54:43 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:57:29 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:71 | ================================================================================
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:72 | Meeting Analyzer Pro - Logger Initialized
2025-12-06 10:58:09 | INFO     | MeetingAnalyzer | __init__:73 | ================================================================================
